사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
201803,4호선,길음,43,0,10102,2035,34545,9907,100963,19651,103688,54318,58534,41590,39373,34068,36082,36889,38159,29937,38470,35573,35250,34753,38750,35497,44658,44066,52865,55805,56357,76609,33574,77451,24296,49607,19945,46297,19342,49444,8764,32868,1231,7902,0,0,0,0,0,0,20180403
201803,4호선,남태령,9,0,618,61,1331,1068,10447,5231,20525,6118,11898,2350,6113,1299,5949,1236,5937,1454,5519,1415,4516,1416,5778,1559,6157,1588,8552,1971,11848,2431,5782,2777,1532,1408,995,1282,485,1099,213,661,41,309,1,11,1,1,0,0,20180403
201803,4호선,노원,177,15,13048,592,30140,10291,65915,20147,70959,36456,43397,39385,34394,28742,33688,27459,36224,31902,36627,35246,34530,38164,35668,43117,40162,49796,42286,65209,45254,95054,33835,91447,36193,56793,33148,50789,35188,43781,17068,34524,2929,11681,4,412,0,0,0,0,20180403
201803,4호선,당고개,36,0,9779,20,20080,7935,57826,11262,57106,15983,37169,15588,25681,15287,23559,12475,22872,13635,22060,15980,19799,16403,18700,20739,19082,24297,21558,29471,19792,39844,15150,40314,8888,30826,7353,27321,5479,27595,2595,20791,332,6961,1,677,0,0,0,0,20180403
201803,4호선,동대문,526,10,10760,2947,5935,16438,7326,45506,10648,100520,16674,88737,24088,75216,32495,65649,43348,58090,52881,61893,63657,56290,74639,49474,81775,39336,105877,33109,104861,27842,58629,34592,38817,27009,34979,17902,31190,11835,22171,10304,2500,2763,2,31,0,0,0,0,20180403
201803,4호선,동대문역사문화공원,315,3,12405,1674,8243,17551,10239,32847,14886,92448,16773,49647,17939,39987,21660,37950,26656,36946,31487,40293,38002,38389,47716,35103,55880,33682,72382,35944,104753,40786,73493,54762,55227,33292,54523,23297,48460,18150,30600,12876,4865,3686,2,10,0,1,0,0,20180403
201803,4호선,동작(현충원),20,0,349,231,1538,2102,5943,3090,7827,6293,5469,4172,4185,3464,4563,3017,4069,3566,3688,4761,4015,4461,4817,4920,5053,5020,5478,5605,6813,7108,3281,5986,2511,3981,2258,3410,1651,3143,627,2286,117,999,1,102,0,0,0,0,20180403
201803,4호선,명동,30,0,1747,1999,3998,17258,7410,61656,14564,157197,31975,109460,43088,77227,47384,85859,49532,100653,56281,99130,69911,92534,85481,96673,104359,97149,117759,111585,168747,98079,120267,76549,109145,49908,118230,34048,114386,22395,47470,14624,3307,4327,0,133,0,0,0,0,20180403
201803,4호선,미아(서울사이버대학),23,1,12012,1730,26379,6764,65996,22400,73218,45497,43989,22592,30618,18205,29377,23232,31817,21832,30659,22728,29163,24775,28882,28149,31588,33770,34248,41100,37508,54416,24252,53581,16207,34567,15261,31361,13775,30386,4035,20331,539,5345,0,0,0,1,0,0,20180403
201803,4호선,미아사거리,21,1,14475,3353,40254,13409,110857,23888,120828,38870,72361,38389,50009,30755,45789,33493,48066,38495,49150,40982,46420,44956,48842,53588,55594,61582,57642,76129,56837,106964,45346,108149,43600,64232,27487,56858,21162,56592,11445,34983,1814,8090,1,0,0,0,0,0,20180403
201803,4호선,사당,127,0,12073,1325,28971,17607,81858,31521,100346,50054,74450,39554,50418,29224,45176,35630,47448,37833,48499,34024,46328,32633,44792,37758,45806,48420,52450,70603,60798,108721,46021,90022,41141,47145,46303,42402,42107,40906,21773,28403,2971,10416,14,1229,0,0,0,0,20180403
201803,4호선,삼각지,11,4,695,581,2159,4919,6250,12800,8912,30173,6243,14177,4846,10036,5415,10165,6995,10385,8630,9852,8588,8856,8625,8788,9178,9071,13190,10880,26091,14275,13650,10631,9206,6809,8460,6483,6675,6249,3343,4512,368,1724,1,13,0,0,0,0,20180403
201803,4호선,상계,52,1,15132,210,42580,9282,112581,21247,100051,22127,57279,20446,39329,17456,35420,16608,34679,20739,34082,23405,27045,24834,27938,29175,31993,36695,29922,47461,30406,69815,20964,73420,14394,50860,13125,44430,13402,42964,4930,33967,697,10364,3,1067,0,0,0,0,20180403
201803,4호선,서울역,241,2,4808,965,7510,15802,14489,39318,21045,106831,16534,52370,15620,30484,17682,30882,18814,34191,19288,35514,18979,35513,20316,38546,23974,41737,37762,46245,80052,48646,34633,39886,22123,28908,20400,28831,15474,25559,8005,16187,1103,5921,2,558,0,0,0,0,20180403
201803,4호선,성신여대입구(돈암),18,3,6198,1653,21740,8013,59101,22489,71504,63112,46580,35245,35873,30204,37598,45158,42701,34369,42709,37861,43369,42822,47687,42347,51699,47669,62443,61833,70987,82338,46798,77283,39958,47930,42627,42672,42377,42450,20161,29933,2775,7524,1,3,0,0,0,0,20180403
201803,4호선,수유(강북구청),78,5,22317,3324,53362,13949,154040,24981,162451,65698,99054,49183,69316,40319,63662,40832,67279,44175,65871,49177,59075,55542,58660,63636,62728,78398,69842,93991,82465,139630,54004,145851,39412,97404,36283,85765,29400,84792,16912,56796,2506,15950,2,3,0,0,0,0,20180403
201803,4호선,숙대입구(갈월),5,0,3342,703,8675,8479,21045,30123,33009,84125,24369,48083,20588,39601,23255,30613,26086,25642,29757,27576,28915,25250,36055,24578,49142,27298,53673,33822,72986,44516,40093,35312,30782,22068,32001,20565,27574,20565,13027,14285,1781,3574,0,0,0,0,0,0,20180403
201803,4호선,신용산,6,0,1554,1144,4718,11360,12446,32247,19175,101851,15389,57784,13858,29637,16457,23241,17568,21558,20559,25113,20970,23743,25598,23809,30695,24013,40784,26868,89182,31990,51765,24272,33475,14834,27767,12002,20753,9616,10717,5749,1324,1635,0,0,0,0,0,0,20180403
201803,4호선,쌍문,100,8,25174,1428,60783,11649,162249,17479,169697,32246,99289,26105,67169,22153,58548,23964,55492,28114,51857,33355,44107,38030,40859,46809,44525,58230,47439,76646,46307,110261,32655,123798,22343,82826,18978,72998,14226,73299,6914,50968,1063,17491,0,0,0,0,0,0,20180403
201803,4호선,이촌(국립중앙박물관),78,24,1200,751,5572,8059,17892,19253,21527,31734,14737,23581,11534,18414,12406,16372,16187,18206,16425,23508,16745,21627,20617,19096,29922,19415,30766,19666,31681,24929,15567,20854,11061,12498,9931,10737,6419,10749,2482,6560,253,2149,2,3,0,0,0,0,20180403
201803,4호선,창동,2158,69,17060,3216,44844,12427,122367,24784,104357,48980,68676,41031,51830,33758,49971,33539,51135,37455,49250,43807,44243,47579,45756,53753,48586,64983,53528,75152,58850,109847,34447,110118,26500,73640,25828,64302,21971,59888,10566,44677,1533,15714,1,18,0,0,0,0,20180403
201803,4호선,총신대입구(이수),45,3,7326,993,19595,11188,57314,23063,77015,50877,48485,38978,34793,30401,35076,29480,35741,32829,38709,36559,37203,39369,36239,44179,36946,53184,39994,65344,51524,93580,34304,78925,29194,43015,30129,38145,26457,36155,13235,22303,1801,6175,2,142,0,0,0,0,20180403
201803,4호선,충무로,117,5,3965,3093,5681,20021,12333,61564,20241,233183,25179,135015,28835,81854,33912,66157,39246,59671,47608,61463,54896,55260,64250,45985,75747,44681,103704,49281,183589,54468,114363,39307,77876,22067,77456,19942,64822,18953,37811,14328,7087,4487,2,106,0,0,0,0,20180403
201803,4호선,한성대입구(삼선교),93,2,8292,1464,15320,8804,40136,27458,51267,49966,34037,32797,25415,25239,25887,24682,29076,23906,29912,27250,27989,25834,32894,27229,43052,31970,41423,40077,44046,45815,29658,40847,24092,26777,25622,24570,22913,26443,9798,17448,1548,10850,4,1373,0,0,0,0,20180403
201803,4호선,혜화,38,2,4463,2694,9283,23210,20576,56847,29820,149165,29271,106693,36413,84932,43013,84537,50183,87203,58138,107410,66356,99200,86804,80815,107222,81053,130750,96056,153059,114160,99934,92540,95309,36358,126706,28514,126061,25506,55212,17445,7527,6290,1,73,0,0,0,0,20180403
201803,4호선,회현(남대문시장),51,2,2742,1055,4369,31205,7306,68679,12171,168728,17818,120082,25074,93521,37179,102494,50878,86461,67107,75287,84473,72375,92641,60023,107186,44980,135806,35236,141079,28345,76419,18017,68945,11187,33645,11550,20248,10869,9539,7601,1183,2339,0,123,0,0,0,0,20180403
201803,5호선,강동,22,1,11377,1299,25399,14458,77468,26659,95180,39244,52337,24501,34981,19062,32472,18379,31971,20192,31121,21408,27201,23112,27096,25828,29397,32342,42185,38667,47784,55224,28700,55689,17696,35837,15623,34356,11357,34355,4990,23396,633,9498,0,2,0,0,0,0,20180403
201803,5호선,개롱,1,0,3669,870,8826,3207,31171,9678,25430,17563,14523,10359,11645,7125,11409,6386,11599,7412,10968,8874,9466,9303,9795,10675,11720,13912,15035,16991,16163,21110,8561,23642,6011,13189,5189,12424,4973,14137,1265,8428,138,3288,0,0,0,0,0,0,20180403
201803,5호선,개화산,0,0,3987,81,8664,4606,26935,7773,22428,19194,12475,7532,9024,5488,8670,5200,8649,6511,8361,6405,7371,7016,8233,8184,9208,9205,11943,11308,17682,16828,8631,17642,5311,11790,3711,11167,3775,10498,1254,6440,143,2642,1,199,0,0,0,0,20180403
201803,5호선,거여,1,0,4817,488,9760,3374,36078,7538,28853,18373,17460,8325,12451,5798,11164,5783,11690,6801,11481,7908,10305,8512,9392,11142,10656,15068,11872,16463,14045,20875,7167,22191,4998,13538,4910,12252,3187,12874,1145,7719,144,3112,0,0,0,0,0,0,20180403
201803,5호선,고덕,1,0,4149,1526,14353,6852,39560,18800,33208,18012,19145,14831,16295,11536,16362,11559,19730,11250,15379,13901,15337,14076,18018,13766,24823,15777,23636,19685,18361,31038,10265,31331,7927,19613,7278,16458,6873,16722,2237,10400,240,3376,0,346,0,0,0,0,20180403
201803,5호선,공덕,7,0,2328,939,6240,8282,21962,32903,32126,91657,16095,40196,13578,18579,15583,17972,17775,16603,20752,18273,19599,16565,20581,17152,26324,19518,34030,25470,71569,46683,32512,32149,23266,16792,24361,14236,19641,13292,9289,9033,1245,2522,0,3,1,0,0,0,20180403
201803,5호선,광나루(장신대),6,0,4794,1552,15968,9711,48408,20699,60967,43692,34075,26571,23808,21168,22977,17103,23427,17869,24617,20803,23674,18819,24487,20059,28706,23850,33668,29643,39289,42417,21653,35992,14065,23230,15139,21702,12938,22605,4133,13779,575,3168,0,0,0,0,0,0,20180403
201803,5호선,광화문(세종문화회관),17,1,1408,1178,3936,30967,11947,107995,18277,320226,16871,122796,18221,59966,26808,61154,31964,61145,46020,70502,55163,61192,69887,48156,82096,45471,118938,49483,255662,63767,119399,41169,80704,15325,88514,11057,62368,8227,22589,4890,2662,1579,0,1,0,0,0,0,20180403
201803,5호선,군자(능동),61,3,7371,943,12386,7783,38823,10733,56322,27651,24653,19953,16038,14710,14089,13858,15269,15455,16568,17441,14761,19438,14471,21828,16577,26940,20685,37330,26230,55691,17438,49533,13182,28910,13468,26454,12205,25227,6216,17253,1089,7652,2,1550,0,0,0,0,20180403
201803,5호선,굽은다리(강동구민회관앞),0,0,5800,645,15088,3012,45465,6969,44701,14204,24649,10944,17358,9141,16102,9187,17245,10809,17125,12378,14406,13212,13462,15635,14564,18932,16630,24465,17799,32483,10233,36775,7994,20910,8795,19453,7195,20471,1990,13135,322,4253,0,0,0,0,0,0,20180403
201803,5호선,길동,1,0,4871,554,10220,3481,29543,5608,33337,16261,17887,11301,13362,8911,12416,8495,12833,9788,13896,10603,12251,11874,11293,13739,11733,16901,13596,21610,16806,28399,9535,30784,7305,16342,6171,15017,4793,12866,1846,8902,233,3163,0,0,0,0,0,0,20180403
201803,5호선,김포공항,3,0,743,2469,2571,8582,9283,13979,10928,16323,8959,11629,7691,11544,10154,13629,11012,15296,13297,15587,15016,15204,16935,14461,16558,15113,21533,15800,28998,16876,21473,12740,17598,5685,15534,3756,15089,2455,4544,1276,341,510,1,5,0,0,0,0,20180403
201803,5호선,까치산,100,0,26031,1336,48021,10776,154785,13253,177884,24631,86271,22913,54585,21216,48217,21917,49557,26254,45920,30301,38212,36300,35117,46642,37940,60206,40034,73444,40228,119405,27774,123587,19564,80712,16890,74000,13451,69885,6931,45278,994,12815,2,483,0,0,0,0,20180403
201803,5호선,답십리,7,0,10648,1266,20541,10772,62199,14736,85236,40080,41793,20602,25921,15363,22719,15374,23651,17481,23506,21054,21504,22003,21964,23115,26458,27009,32260,36193,39963,54185,24827,49016,14871,30711,13688,28204,10274,28107,4851,19253,576,5317,0,14,0,0,0,0,20180403
201803,5호선,동대문역사문화공원,2,0,269,287,516,3255,1013,10617,2280,34882,2795,11646,3059,4604,3387,3542,2769,3167,2602,3813,3201,3622,3770,3084,4427,3222,8477,3279,21254,3470,11854,2830,5528,1939,4377,2268,3282,2300,1530,1716,368,481,0,7,0,0,0,0,20180403
201803,5호선,둔촌동,0,0,4127,378,11604,6540,34735,15088,38120,25995,20894,16997,15415,12909,14775,11807,16307,12537,16538,13917,15619,14600,16369,16523,18186,19074,21123,24285,25389,33120,15443,31749,10664,19678,11026,16137,8594,15280,3612,11158,335,2285,0,0,0,0,0,0,20180403
201803,5호선,마곡,6,0,2725,2181,9575,9395,32802,13231,29876,32604,14990,11642,10259,5564,9484,4613,9651,5994,9208,6990,8344,7013,8944,8062,13786,9804,23237,12108,25968,17924,13219,20836,8456,12535,6292,11671,4962,12655,1812,8155,285,3328,0,0,0,0,0,0,20180403
201803,5호선,마장,7,2,2393,680,5994,4512,18836,8842,23854,20467,13391,15121,9636,9690,9142,8174,11093,8954,10971,8983,10822,8205,10998,8375,12469,9923,14199,12878,15882,18044,10557,16069,7274,9566,6728,8992,5073,8907,1929,5647,203,1675,0,37,0,0,0,0,20180403
201803,5호선,마천,0,0,6008,246,9143,2524,28723,3876,25398,8626,12861,7699,9348,7170,8251,5650,8788,6447,8303,6635,7207,7198,6870,9022,7615,12556,7530,13580,8548,17134,4317,17654,3230,10941,2561,9772,1545,10071,589,6657,91,3058,1,2,0,0,0,0,20180403
201803,5호선,마포,35,0,2920,1303,9016,7119,30632,21883,41090,78491,21989,38916,16334,18621,17752,17252,18997,16684,21678,18736,19680,17758,20511,17875,22380,20151,31442,27119,64017,47739,28992,35635,22329,19763,23678,16836,18908,15732,8308,10689,993,3150,0,0,0,0,0,0,20180403
201803,5호선,명일,5,1,4282,672,13207,5813,37799,7636,35413,14283,20170,10047,16339,9635,15736,8983,16231,9755,15051,11192,12390,12696,12375,14198,16038,17325,15466,23230,13588,31577,7756,33335,6246,19128,6085,16340,4514,17908,1423,11293,272,3690,0,8,0,0,0,0,20180403
201803,5호선,목동,0,0,7897,1594,23088,7467,76090,18553,86280,31486,42669,25710,30890,19001,29168,17688,28898,19924,27786,24901,25634,26786,25401,30258,28463,36729,31526,47077,36435,83553,23071,77347,17857,43534,18883,40491,21818,38643,7121,25071,952,7905,0,0,0,0,0,0,20180403
201803,5호선,발산,16,0,3347,3237,10213,26946,33152,27933,32438,90749,17684,41684,15857,21560,18256,24352,22479,27429,25176,25075,27430,21885,32099,21938,41587,24731,55518,31408,74197,44106,39361,41019,30120,21064,30450,16771,24928,15893,9137,9633,1104,3498,0,0,0,0,0,0,20180403
201803,5호선,방이,1,0,2621,879,8605,3549,23720,10136,21135,26146,14001,13319,10933,9304,10301,7855,10919,9146,11242,10874,10559,10356,11323,11439,12217,14835,14823,20006,22535,23724,12584,22767,9884,12622,11536,10756,14087,9844,3248,7269,251,2536,0,0,0,0,0,0,20180403
201803,5호선,방화,5,0,5352,9,12855,3726,36716,7562,29908,17664,17405,7810,13492,6116,12581,6047,13391,7450,12044,8462,10882,9495,12159,11212,14091,13309,12593,15419,13454,21450,6713,26238,4830,16878,3830,15644,3038,15699,1303,10359,187,3833,2,391,0,0,0,0,20180403
201803,5호선,상일동,8,0,5567,3425,22809,19678,78477,10834,64351,15111,32091,7785,20582,6937,17869,8201,16983,8567,15509,9882,12822,11660,13263,13707,20744,18408,28690,23426,20864,36119,8765,43913,5669,26701,4150,22589,2626,21696,998,17183,106,3752,3,1306,0,0,0,0,20180403
201803,5호선,서대문,7,0,3371,1015,7110,12980,19028,60017,26872,156576,18876,50999,17508,26605,20680,23498,22413,21758,23052,26366,25755,22438,31442,17907,42156,18370,52793,23115,110376,31647,41968,23245,29897,13045,29758,12519,22008,11645,8907,7094,988,2065,0,25,0,0,0,0,20180403
201803,5호선,송정,4,0,4482,1878,10981,7543,33847,12226,36240,20225,22217,11797,17447,9530,15492,9471,15226,10691,14218,11201,13209,12753,14617,15133,16466,18094,19215,22087,22231,31050,13853,29972,9178,20379,8656,17346,7665,16832,3839,10060,508,3079,0,0,0,0,0,0,20180403
201803,5호선,신금호,2,0,3190,436,7140,3509,23168,12592,29380,14903,15694,8289,10273,6706,9539,6078,9534,6855,9574,8134,8985,8653,9894,10139,13832,12333,12752,15185,12741,23049,8697,20343,5944,11967,4753,11794,3852,10952,1551,7633,210,2454,0,0,0,0,0,0,20180403
201803,5호선,신길,9,1,2199,334,3622,2270,11107,5960,16196,19408,5843,7352,3831,3661,3516,3426,4593,3635,4621,4491,3707,3819,3721,4155,4763,4949,6678,8867,13776,13542,5614,9788,3529,6881,3394,7027,2354,7144,1433,4978,208,1144,0,0,0,0,0,0,20180403
201803,5호선,신정(은행정),30,0,12376,913,25613,4759,80364,10971,94015,16580,44085,10377,25041,8200,21248,8459,20644,9794,19857,12493,15544,13452,13992,18476,16520,23000,17237,29406,20634,46891,12582,45233,7927,29896,6520,28874,5592,27921,2329,19323,284,5234,0,0,0,0,0,0,20180403
201803,5호선,아차산(어린이대공원후문),11,0,8471,1025,17433,7479,51689,16617,73235,30899,35954,21367,23399,20384,21654,17899,23802,19848,26262,21037,26574,21096,29517,23841,30339,28936,33227,35399,31735,50786,20547,47448,14364,29710,12652,26983,9759,25914,3933,16737,474,4767,0,0,0,0,0,0,20180403
201803,5호선,애오개,12,0,2770,508,6349,4076,21964,11414,30698,37109,15416,14531,10429,8464,10651,7325,11272,7628,11802,8997,10275,9173,10939,10022,12872,11285,14456,13741,27152,23376,11710,18844,8504,11776,7592,11049,5715,11323,2412,7264,308,3522,0,541,0,0,0,0,20180403
201803,5호선,양평(5호선),3,0,2401,841,6524,3213,22795,9033,24771,39897,11315,15912,7934,6681,7763,6056,7812,5973,8654,7072,7864,6870,8538,7774,9139,8795,12677,10483,31506,18738,12513,16672,7610,10046,6334,9486,4528,9705,1913,6658,257,1872,0,0,0,0,0,0,20180403
201803,5호선,여의나루,6,0,1169,1731,2749,10201,6412,31887,9107,66033,7076,15386,6056,11274,7783,11846,9225,14708,10195,20433,12459,23998,18028,25180,28285,26536,39812,27603,65951,30639,37714,23173,30058,13570,29152,8299,22738,5373,9557,3034,674,1132,0,0,0,0,0,0,20180403
201803,5호선,여의도,19,0,2672,2272,4800,22344,11268,132545,15805,219342,12951,66720,13033,29007,18813,29415,18627,28472,24471,31139,26263,25059,32811,24097,38128,25241,69521,28362,183760,40588,77911,24916,50127,12410,52893,9918,36647,8754,13251,5285,1624,3171,0,0,0,0,0,0,20180403
201803,5호선,영등포구청,1,0,917,550,2225,2077,8274,5293,10107,22466,4701,11232,4256,5526,4674,4709,4799,4388,5591,5167,5242,5190,5984,5389,6080,5470,8293,5642,16810,10775,7950,7544,4991,4267,4694,3970,3869,3969,1745,2336,280,659,0,1,0,0,0,0,20180403
201803,5호선,영등포시장,3,0,3028,1295,5645,5851,19495,13884,23741,42138,12389,23455,10156,18151,11415,17448,13072,20076,14520,25099,15717,21451,19404,17639,24082,16473,29084,18720,40525,26044,21460,19439,14424,11325,12083,10582,9027,9656,3988,6453,434,1572,0,0,0,0,0,0,20180403
201803,5호선,오금,7,0,1092,322,3386,2061,12729,11048,10401,21033,6351,7030,5249,4160,4875,3165,5467,3963,5588,4225,4996,4295,6027,4784,9187,5856,7919,6793,15201,8100,6447,8796,4396,4829,3836,4996,2855,5393,1071,3747,111,1542,1,1,0,0,0,0,20180403
201803,5호선,오목교(목동운동장앞),5,0,5139,2097,17716,9758,60412,26554,67267,85648,38183,65650,29616,38159,31704,37773,34910,43440,37440,49166,38359,43658,47927,44153,49226,51394,57689,60487,85580,88683,50666,74056,51624,38828,40592,33038,35485,32407,12460,21073,1558,5716,0,0,0,0,0,0,20180403
201803,5호선,올림픽공원(한국체대),2,0,883,848,5966,5842,15250,11504,14436,19615,9837,10477,8036,10116,8096,9206,9404,10942,8924,13607,8525,12563,12796,13733,16395,15037,15959,14393,14911,14370,8864,13272,12929,7725,16678,6354,8849,5879,4312,4617,93,1240,0,0,0,0,0,0,20180403
201803,5호선,왕십리(성동구청),51,0,2577,389,2896,2851,6869,6582,10239,24346,6489,11811,5692,7883,6342,8580,7108,9548,8247,10298,8100,9698,9340,10126,10749,11893,12570,13851,17405,20531,11203,15990,10002,8301,11020,6627,9257,5945,4533,4060,675,2572,6,313,0,0,0,0,20180403
201803,5호선,우장산,0,0,6693,1080,25047,5402,70976,22357,68388,32556,37852,16225,27564,13340,26702,13472,29120,15747,25154,19131,22926,21768,26231,25320,33065,31449,30715,37418,25446,56425,16566,58990,11177,35943,10727,32291,9198,33645,3316,22372,404,5972,0,0,0,0,0,0,20180403
201803,5호선,을지로4가,3,0,434,220,592,5666,1381,12019,1940,44129,2852,22350,3647,13401,4849,11515,6030,11219,7779,10527,9442,9800,11055,8804,12145,7285,16991,6150,32121,5750,19688,3237,9723,1772,7453,1478,5266,1388,2458,967,431,328,0,1,0,0,0,0,20180403
201803,5호선,장한평,1,0,6877,836,18114,11198,55371,25036,74201,78796,38387,35645,26869,23730,23709,24040,25334,23210,25908,27528,25149,25595,26482,25915,33403,30048,42187,37094,70067,56853,43130,53898,20668,32982,17509,28702,13404,27488,5788,18273,657,5762,2,114,0,0,0,0,20180403
201803,5호선,종로3가,15,0,1637,375,2559,5239,4157,13497,6588,47498,7179,43347,9731,32748,13396,36467,19107,38102,24814,38039,28942,34381,33100,29713,41129,28232,46411,28928,66108,35064,50385,22315,38716,10203,42433,8041,37572,6693,17558,4759,2211,1661,0,14,0,0,0,0,20180403
201803,5호선,천호(풍납토성),16,0,7708,1359,12865,13722,34714,25311,41965,43572,28375,41932,27378,31886,30649,32970,35395,34642,37355,39287,38257,40057,42813,40896,48331,45069,55384,53308,63143,70808,45988,63747,40567,35284,31918,31329,26802,28192,12395,17929,1802,6058,0,20,0,0,0,0,20180403
201803,5호선,청구,2,0,1559,221,3432,2148,8503,4365,14162,16400,8967,8597,6165,4227,7208,4150,6159,4356,6877,5149,6210,5023,6356,5505,7418,6917,7767,7852,13672,11017,10502,10032,6641,6065,5609,5908,4297,6116,2261,4138,448,1206,0,0,0,0,0,0,20180403
201803,5호선,충정로(경기대입구),5,0,1179,387,2480,2001,6069,8549,8267,36739,5836,19056,4418,6203,5235,5995,5876,5028,7011,6334,6946,6182,8016,5237,8440,5657,12802,6472,32306,9804,12561,7294,7506,4734,6641,4776,4451,4922,2046,3384,351,792,0,98,0,0,0,0,20180403
201803,5호선,행당,3,0,4653,966,13182,2603,39742,6062,51418,9850,24913,7614,15896,6133,14462,6682,13958,8450,13363,9634,11000,10621,10428,13014,10431,16050,11920,19781,12269,31198,8649,28320,6171,17425,4957,16285,4459,16598,1511,9980,246,3043,0,0,0,0,0,0,20180403
201803,5호선,화곡,80,0,23590,1731,45018,10642,138894,16721,166688,34152,82029,27209,52688,21405,48207,22527,48728,25067,45122,28723,39017,33392,36581,42348,40222,53299,43912,69711,46868,118120,30135,118094,22157,74685,19487,64246,15541,64770,6839,41234,751,11290,0,0,0,0,0,0,20180403
201803,6호선,고려대(종암),10,0,3599,945,7442,5838,24128,12547,31789,40496,17081,17843,12456,22589,12459,13833,14733,13037,16715,15764,14565,12392,17805,13890,23234,15356,28876,19214,30995,27007,16615,24751,13541,15363,16517,15110,12997,14887,6153,12459,842,3304,0,41,0,0,0,0,20180403
201803,6호선,공덕,140,0,5367,2261,9545,10286,25132,36721,35693,107180,26243,47780,20787,25041,22974,21887,24182,21960,26125,23014,26106,22277,28813,22505,34087,25828,45582,31900,92275,44587,44733,36254,32054,21438,33220,19268,27016,19980,14267,13640,2092,6234,1,375,0,0,0,0,20180403
201803,6호선,광흥창(서강),5,1,2700,1309,8120,6023,21396,20411,28043,42160,18084,23576,13505,14449,15254,11369,17254,11776,15636,13299,15035,12524,16190,13275,19025,15097,23249,17198,33516,23538,18174,21363,11596,13510,11995,12083,9420,11831,3876,8281,446,2178,0,0,0,0,0,0,20180403
201803,6호선,구산,6,0,5419,137,12535,2775,34478,11505,38953,8212,22691,6287,14424,6139,13493,6807,14561,7531,13234,8192,10954,9363,12723,10084,14634,14544,14024,15190,11849,20893,7879,22780,5690,13596,5702,10529,5958,10852,1584,8013,283,2828,0,0,0,0,0,0,20180403
201803,6호선,녹사평(용산구청),8,1,1602,473,2760,4362,6512,13766,11730,18580,8580,10210,7014,8950,7171,11854,7985,13422,9413,16684,10700,15019,12466,15431,18291,16609,20680,20652,24826,25077,17790,21349,15990,10503,19394,8398,18755,6925,9025,5423,916,1700,0,3,0,0,0,0,20180403
201803,6호선,대흥(서강대앞),25,0,2496,1851,5833,6393,16379,18763,22144,46611,14498,22409,11172,19977,11178,14624,14844,14411,15638,15995,14434,13263,15309,12387,22462,14991,25926,16890,32536,24368,17659,19141,13183,11552,14325,10479,13878,11084,6046,7949,1127,2287,0,12,0,0,0,0,20180403
201803,6호선,독바위,4,0,2486,154,5277,909,15413,1980,15316,3820,8578,4967,5381,4742,4557,3268,4477,3035,4741,3714,4012,3729,3931,4753,4129,5923,3973,7243,3789,10871,2440,12071,1485,7177,1245,7541,902,7486,521,5070,109,1991,0,0,0,0,0,0,20180403
201803,6호선,돌곶이,11,0,5927,935,12093,4336,34624,6725,42295,20113,22261,13942,15709,9978,14686,9091,14995,10690,15413,12379,13773,11420,13621,14389,14098,16889,16241,20359,17625,29057,13269,28143,8892,18107,7843,15497,5710,15900,3192,10788,573,3821,0,1,0,0,0,0,20180403
201803,6호선,동묘앞,45,1,4226,906,4998,4395,11056,10903,16236,32252,13032,25610,12866,17713,14387,18039,18399,18349,20093,20315,21995,20445,24720,18901,29281,18053,29461,17625,32062,19187,18376,15772,12007,11138,9616,10629,7986,10776,3814,11228,547,2877,1,92,0,0,0,0,20180403
201803,6호선,디지털미디어시티,84,1,5717,2561,14851,10757,48091,33221,52420,83885,28924,35115,18726,14614,16495,12600,17165,13813,16290,15863,14968,15592,15816,17907,19324,22065,31315,27643,58384,40486,28527,38836,14802,22773,13416,22510,10135,20999,4891,14402,896,5330,1,524,0,0,0,0,20180403
201803,6호선,마포구청,20,0,7142,2433,15084,9711,44363,15876,57468,39875,34918,21234,22791,14001,21718,13633,22347,16301,21507,19799,19303,18193,20681,20055,23155,24112,27963,27979,40510,37106,21695,33971,14209,23838,14776,20512,11319,21549,5289,14592,744,4158,0,2,0,0,0,0,20180403
